year,month,day,cloud,humidity,pressure,rainfall,temperature
2004,12,23,61,81,1015.5,0.0,21.4
2004,12,24,71,78,1019.0,0.05,19.6
2004,12,25,81,79,1019.0,0.0,19.1
2004,12,26,51,78,1017.6,0.05,19.3
2004,12,27,46,73,1018.9,0.0,18.8
2004,12,28,60,70,1020.7,0.0,13.5
2004,12,29,39,71,1021.1,0.0,12.4
2004,12,30,87,68,1022.0,0.0,14.2
2004,12,31,47,46,1027.0,0.0,9.4
2005,1,1,19,43,1026.8,0.0,9.4
2005,1,2,61,53,1022.5,0.0,12.1
2005,1,3,68,65,1018.7,0.0,15.3
2005,1,4,85,62,1020.4,0.0,16.7
2005,1,5,87,77,1021.4,0.0,16.9
2005,1,6,27,69,1020.5,0.0,17.5
2005,1,7,36,80,1021.2,0.0,17.4
2005,1,8,88,77,1021.5,0.0,17.7
2005,1,9,56,70,1022.0,0.0,16.2
2005,1,10,47,73,1022.0,0.0,15.2
2005,1,11,27,76,1021.7,0.0,16.6
2005,1,12,51,74,1021.1,0.0,16.0
2005,1,13,92,82,1019.7,3.5,12.0
2005,1,14,42,56,1021.0,0.0,11.3
2005,1,15,21,52,1021.3,0.0,12.5
2005,1,16,22,56,1022.2,0.0,13.5
2005,1,17,34,72,1021.6,0.0,14.4
2005,1,18,68,78,1020.3,0.0,15.8
2005,1,19,78,81,1021.1,0.0,16.8
2005,1,20,87,82,1025.0,0.0,15.8
2005,1,21,81,79,1025.3,0.05,15.9
2005,1,22,60,84,1021.6,0.05,17.3
2005,1,23,30,84,1019.2,0.0,18.2
2005,1,24,76,82,1017.0,0.0,17.8
2005,1,25,81,88,1012.4,0.0,19.8
2005,1,26,78,91,1012.1,0.05,18.5
2005,1,27,86,87,1011.8,0.05,18.2
2005,1,28,92,93,1010.6,0.4,18.9
2005,1,29,94,93,1011.9,0.05,18.3
2005,1,30,100,94,1015.3,1.0,17.3
2005,1,31,96,85,1018.3,1.0,13.8
2005,2,1,95,75,1018.3,0.05,13.0
2005,2,2,97,82,1018.9,0.05,13.1
2005,2,3,100,91,1018.4,0.6,13.6
2005,2,4,97,93,1016.5,0.05,16.6
2005,2,5,97,94,1016.2,0.05,18.5
2005,2,6,92,93,1017.8,0.1,18.5
2005,2,7,54,87,1018.8,0.1,20.7
2005,2,8,88,94,1019.6,0.3,19.3
2005,2,9,89,85,1019.6,0.05,19.3
2005,2,10,82,85,1021.5,0.05,19.2
2005,2,11,86,77,1024.0,0.0,16.1
2005,2,12,60,80,1022.3,0.0,17.4
2005,2,13,83,82,1020.9,0.05,16.6
2005,2,14,92,85,1017.3,0.05,17.0
2005,2,15,96,94,1014.1,0.2,19.1
2005,2,16,89,89,1011.7,0.05,22.8
2005,2,17,90,90,1011.2,1.1,22.6
2005,2,18,96,85,1015.9,0.9,15.2
2005,2,19,88,61,1021.6,0.0,12.6
2005,2,20,93,70,1024.6,0.05,9.9
2005,2,21,98,79,1022.9,0.05,10.3
2005,2,22,100,87,1019.4,0.05,12.3
2005,2,23,95,91,1013.1,0.05,16.0
2005,2,24,96,93,1009.5,2.7,20.0
2005,2,25,96,95,1012.3,0.8,18.2
2005,2,26,100,88,1017.3,0.05,15.3
2005,2,27,97,89,1018.3,3.7,14.1
2005,2,28,90,86,1019.6,8.7,13.8
2005,3,1,94,85,1021.0,6.7,13.7
2005,3,2,98,91,1020.9,12.7,13.9
2005,3,3,76,77,1024.2,3.7,12.6
2005,3,4,74,63,1028.7,1.1,12.5
2005,3,5,14,52,1030.7,0.0,13.9
2005,3,6,0,58,1028.0,0.0,14.1
2005,3,7,34,70,1025.1,0.0,16.2
2005,3,8,26,78,1021.4,0.0,18.1
2005,3,9,67,84,1017.4,0.0,19.6
2005,3,10,86,87,1013.0,0.0,20.7
2005,3,11,94,95,1012.2,0.5,21.1
2005,3,12,93,93,1016.6,5.5,15.8
2005,3,13,92,74,1024.0,0.05,10.5
2005,3,14,89,72,1020.6,0.05,12.6
2005,3,15,98,88,1017.8,0.1,14.8
2005,3,16,94,90,1018.0,0.05,18.6
2005,3,17,73,85,1016.7,0.05,22.0
2005,3,18,80,79,1019.9,0.0,19.1
2005,3,19,47,71,1020.8,0.0,17.0
2005,3,20,68,70,1018.5,0.0,18.8
2005,3,21,88,83,1015.1,0.9,18.9
2005,3,22,88,92,1011.7,4.7,20.6
2005,3,23,87,77,1015.1,8.0,20.9
2005,3,24,76,66,1021.0,0.05,18.3
2005,3,25,81,70,1020.6,0.0,17.2
2005,3,26,92,83,1016.5,0.9,17.4
2005,3,27,92,90,1013.7,3.4,19.5
2005,3,28,81,91,1013.3,0.05,22.8
2005,3,29,88,89,1012.4,0.05,22.5
2005,3,30,97,93,1012.4,3.6,17.3
2005,3,31,93,90,1012.4,0.8,17.4
2005,4,1,99,91,1013.6,0.05,18.0
2005,4,2,77,81,1014.7,0.2,20.7
2005,4,3,74,72,1018.1,0.0,21.7
2005,4,4,63,70,1020.7,0.0,20.5
2005,4,5,86,76,1018.2,0.0,20.0
2005,4,6,77,83,1013.7,0.0,22.0
2005,4,7,63,86,1012.5,0.0,23.2
2005,4,8,86,87,1012.0,0.4,25.0
2005,4,9,88,84,1011.8,0.0,25.9
2005,4,10,87,86,1012.3,0.0,25.9
2005,4,11,86,83,1012.5,0.05,25.9
2005,4,12,89,90,1014.3,4.1,21.3
2005,4,13,92,91,1019.0,15.7,16.1
2005,4,14,74,75,1018.8,0.3,19.8
2005,4,15,84,79,1018.5,0.3,21.0
2005,4,16,94,85,1016.8,1.4,21.0
2005,4,17,85,80,1017.1,0.05,21.4
2005,4,18,24,80,1017.2,0.0,23.3
2005,4,19,28,79,1017.2,0.0,24.1
2005,4,20,66,77,1015.6,0.0,25.4
2005,4,21,83,84,1013.1,0.0,24.3
2005,4,22,61,81,1012.3,0.0,25.3
2005,4,23,74,83,1012.3,0.0,25.7
2005,4,24,81,87,1012.3,0.0,25.1
2005,4,25,88,91,1011.0,3.5,24.4
2005,4,26,91,89,1011.2,0.05,23.5
2005,4,27,99,92,1011.3,3.1,22.2
2005,4,28,85,85,1009.6,0.2,25.0
2005,4,29,87,83,1008.4,2.4,27.2
2005,4,30,88,82,1007.7,0.7,27.7
2005,5,1,88,82,1007.4,0.05,27.8
2005,5,2,87,80,1008.7,0.05,28.0
2005,5,3,77,79,1009.0,0.0,28.1
2005,5,4,82,80,1007.9,0.05,27.8
2005,5,5,87,77,1004.2,0.0,28.2
2005,5,6,69,75,1005.3,22.6,25.6
2005,5,7,78,77,1008.3,0.05,25.4
2005,5,8,91,93,1008.4,37.1,24.9
2005,5,9,92,91,1005.8,67.5,24.6
2005,5,10,89,94,1005.7,87.9,24.2
2005,5,11,93,94,1007.6,0.2,24.0
2005,5,12,88,88,1007.0,0.05,27.1
2005,5,13,87,81,1005.7,0.0,28.8
2005,5,14,85,79,1006.3,0.05,29.1
2005,5,15,84,81,1008.7,5.5,29.1
2005,5,16,84,84,1009.4,9.6,28.5
2005,5,17,83,79,1009.1,6.5,29.2
2005,5,18,85,81,1009.0,47.2,29.1
2005,5,19,87,92,1010.1,16.4,26.3
2005,5,20,88,93,1010.8,38.1,26.2
2005,5,21,72,88,1009.7,0.4,27.1
2005,5,22,44,75,1008.9,0.05,29.1
2005,5,23,75,83,1008.3,8.5,28.0
2005,5,24,84,88,1007.6,44.7,26.6
2005,5,25,72,87,1009.1,0.05,26.8
2005,5,26,90,94,1009.3,30.5,25.6
2005,5,27,90,92,1006.5,85.6,25.8
2005,5,28,91,89,1006.5,0.3,26.3
2005,5,29,86,82,1009.3,0.05,25.7
2005,5,30,58,77,1008.5,0.05,26.3
2005,5,31,82,83,1006.0,0.05,26.7
2005,6,1,86,82,1004.0,0.05,28.1
2005,6,2,86,82,1003.2,3.2,29.3
2005,6,3,83,81,1003.8,1.7,29.8
2005,6,4,86,92,1005.2,32.5,27.1
2005,6,5,88,78,1006.2,7.0,25.2
2005,6,6,88,82,1006.3,0.05,25.6
2005,6,7,89,84,1006.2,1.4,25.0
2005,6,8,84,82,1005.9,0.05,26.3
2005,6,9,80,87,1004.6,5.3,25.7
2005,6,10,58,83,1002.0,0.9,28.0
2005,6,11,69,79,1000.9,0.0,29.7
2005,6,12,86,80,1000.9,4.8,29.3
2005,6,13,88,86,1001.8,8.1,27.9
2005,6,14,88,86,1000.9,19.2,28.6
2005,6,15,90,92,1001.4,168.5,27.2
2005,6,16,91,93,1004.6,26.1,26.3
2005,6,17,87,91,1006.9,35.1,26.8
2005,6,18,91,82,1005.7,3.3,28.9
2005,6,19,88,80,1004.9,0.05,29.4
2005,6,20,88,81,1004.8,1.0,29.5
2005,6,21,90,84,1004.9,106.3,28.7
2005,6,22,90,87,1005.3,32.7,27.4
2005,6,23,95,91,1005.8,106.6,26.7
2005,6,24,91,93,1007.0,232.6,26.2
2005,6,25,82,85,1006.6,3.9,28.5
2005,6,26,83,85,1005.1,11.5,28.7
2005,6,27,80,80,1004.8,3.4,29.4
2005,6,28,68,82,1005.2,0.05,29.4
2005,6,29,80,88,1006.2,31.8,27.9
2005,6,30,88,91,1007.6,47.0,26.1
2005,7,1,84,90,1010.3,18.4,26.8
2005,7,2,58,87,1010.5,0.0,28.2
2005,7,3,33,82,1009.5,0.0,29.2
2005,7,4,58,78,1008.6,0.0,29.9
2005,7,5,33,75,1007.7,0.0,29.9
2005,7,6,23,74,1006.0,0.0,29.8
2005,7,7,77,85,1004.3,38.1,28.0
2005,7,8,83,77,1006.8,0.05,28.8
2005,7,9,78,86,1008.7,33.5,27.4
2005,7,10,67,80,1010.4,4.3,29.2
2005,7,11,39,75,1011.4,0.0,29.9
2005,7,12,35,73,1011.2,0.0,30.0
2005,7,13,58,75,1011.3,0.2,29.8
2005,7,14,61,75,1012.1,0.0,30.0
2005,7,15,41,77,1011.5,0.0,30.0
2005,7,16,49,74,1009.4,0.05,30.4
2005,7,17,39,71,1005.2,0.0,30.3
2005,7,18,74,72,1001.1,0.0,31.2
2005,7,19,76,69,998.1,28.5,31.8
2005,7,20,52,76,999.4,20.4,30.8
2005,7,21,84,79,1001.4,4.4,29.0
2005,7,22,86,89,1004.6,79.7,26.5
2005,7,23,73,82,1005.9,0.0,27.6
2005,7,24,37,82,1005.1,0.0,28.7
2005,7,25,34,76,1004.4,0.0,29.5
2005,7,26,33,75,1004.2,0.0,29.2
2005,7,27,36,78,1004.3,0.0,29.2
2005,7,28,65,81,1003.0,0.7,29.4
2005,7,29,89,92,1001.3,35.4,27.4
2005,7,30,90,94,1003.5,47.3,26.9
2005,7,31,87,94,1007.1,49.5,27.1
2005,8,1,57,89,1008.4,15.9,28.2
2005,8,2,31,78,1006.1,0.0,29.3
2005,8,3,34,77,1002.9,0.0,29.4
2005,8,4,57,79,1000.9,0.0,29.7
2005,8,5,76,78,999.4,0.0,29.8
2005,8,6,68,78,997.9,0.05,30.3
2005,8,7,62,78,1000.2,0.05,30.3
2005,8,8,64,82,1003.7,0.05,29.9
2005,8,9,86,88,1004.1,48.5,28.1
2005,8,10,85,90,1002.9,26.4,27.7
2005,8,11,72,86,1004.0,12.6,28.5
2005,8,12,65,75,1000.7,9.4,29.4
2005,8,13,92,90,999.4,83.9,26.7
2005,8,14,87,81,1004.2,2.5,28.8
2005,8,15,85,88,1005.3,14.9,27.6
2005,8,16,88,94,1005.4,49.0,26.2
2005,8,17,87,96,1005.7,51.6,25.6
2005,8,18,90,92,1006.8,39.7,25.9
2005,8,19,97,92,1006.3,242.9,25.5
2005,8,20,99,93,1004.4,303.3,25.0
2005,8,21,91,90,1006.0,17.8,27.2
2005,8,22,86,82,1008.9,0.0,28.5
2005,8,23,63,80,1008.8,0.05,28.8
2005,8,24,80,85,1006.7,16.6,27.6
2005,8,25,85,80,1007.1,0.0,27.5
2005,8,26,88,88,1009.2,2.8,27.1
2005,8,27,90,89,1009.4,0.3,27.3
2005,8,28,86,86,1008.6,2.5,28.0
2005,8,29,69,89,1008.0,9.1,28.0
2005,8,30,41,85,1005.3,21.3,28.3
2005,8,31,20,76,1002.4,0.3,29.4
2005,9,1,49,66,999.8,0.0,30.1
2005,9,2,85,69,1002.6,0.0,29.2
2005,9,3,84,87,1004.4,11.7,27.9
2005,9,4,87,93,1006.0,54.3,26.7
2005,9,5,31,77,1007.8,0.0,28.3
2005,9,6,73,82,1008.0,11.5,27.9
2005,9,7,60,79,1008.8,20.4,28.5
2005,9,8,81,86,1010.1,0.7,27.9
2005,9,9,77,80,1010.3,0.0,28.4
2005,9,10,69,77,1008.3,0.05,28.2
2005,9,11,56,75,1006.3,0.05,28.7
2005,9,12,63,80,1009.2,0.05,29.1
2005,9,13,79,87,1012.7,13.2,28.7
2005,9,14,65,79,1013.7,0.05,29.3
2005,9,15,53,80,1012.2,1.7,29.1
2005,9,16,45,76,1010.5,0.05,29.5
2005,9,17,79,83,1010.9,23.0,27.8
2005,9,18,87,86,1014.0,3.8,28.2
2005,9,19,59,84,1015.3,0.05,28.8
2005,9,20,64,79,1011.9,2.7,28.8
2005,9,21,49,77,1008.6,0.0,29.5
2005,9,22,63,68,1005.7,0.0,31.0
2005,9,23,80,67,1005.2,0.05,28.6
2005,9,24,88,78,1004.5,10.6,26.5
2005,9,25,94,90,1005.7,130.2,25.8
2005,9,26,92,92,1010.0,37.2,25.9
2005,9,27,87,93,1014.2,30.6,25.9
2005,9,28,65,85,1014.3,1.0,27.0
2005,9,29,64,82,1013.2,0.0,27.4
2005,9,30,47,82,1013.0,0.0,27.6
2005,10,1,36,80,1011.2,0.0,28.6
2005,10,2,54,78,1006.9,3.6,29.0
2005,10,3,72,67,1006.8,0.0,29.6
2005,10,4,59,70,1011.6,0.0,27.7
2005,10,5,79,74,1012.6,0.1,27.8
2005,10,6,62,77,1012.5,0.1,28.1
2005,10,7,71,78,1012.4,2.1,28.1
2005,10,8,67,63,1013.1,0.0,27.4
2005,10,9,72,66,1014.6,0.05,26.5
2005,10,10,60,74,1014.5,0.05,26.8
2005,10,11,65,74,1014.6,0.6,27.3
2005,10,12,71,76,1013.6,0.05,26.7
2005,10,13,47,77,1013.2,0.1,27.0
2005,10,14,34,79,1013.1,0.0,27.2
2005,10,15,53,78,1014.3,0.0,26.9
2005,10,16,45,75,1015.1,0.0,26.1
2005,10,17,75,80,1016.4,0.05,26.3
2005,10,18,61,70,1017.8,0.05,26.1
2005,10,19,41,66,1017.8,0.05,25.6
2005,10,20,31,68,1017.3,0.0,25.5
2005,10,21,21,69,1016.7,0.0,26.1
2005,10,22,44,61,1018.4,0.05,25.2
2005,10,23,39,62,1019.4,0.0,23.3
2005,10,24,10,65,1019.0,0.0,23.0
2005,10,25,84,73,1017.8,0.0,24.4
2005,10,26,59,76,1017.6,0.0,24.8
2005,10,27,57,76,1017.6,0.0,25.4
2005,10,28,40,79,1016.2,0.0,25.8
2005,10,29,80,70,1014.9,0.0,24.8
2005,10,30,87,67,1016.7,0.0,22.9
2005,10,31,88,61,1018.2,0.05,22.1
2005,11,1,86,63,1017.2,0.05,22.9
2005,11,2,82,75,1016.4,0.0,24.6
2005,11,3,66,76,1016.5,0.0,24.9
2005,11,4,53,82,1015.3,0.0,24.8
2005,11,5,42,86,1013.6,0.0,25.3
2005,11,6,47,82,1012.8,0.0,26.3
2005,11,7,72,88,1013.9,0.0,26.1
2005,11,8,59,87,1015.6,0.0,25.6
2005,11,9,67,86,1015.0,0.05,25.6
2005,11,10,50,86,1012.6,0.0,25.9
2005,11,11,30,85,1011.8,0.0,25.6
2005,11,12,55,81,1012.5,0.0,25.8
2005,11,13,85,81,1012.9,0.0,25.4
2005,11,14,88,84,1012.7,0.05,25.3
2005,11,15,89,81,1014.1,1.6,22.5
2005,11,16,69,72,1017.3,0.0,21.1
2005,11,17,50,73,1019.0,0.05,21.2
2005,11,18,58,69,1021.4,0.0,21.1
2005,11,19,38,68,1022.2,0.0,19.3
2005,11,20,20,68,1021.6,0.0,17.9
2005,11,21,28,63,1022.1,0.0,18.5
2005,11,22,28,63,1021.7,0.0,19.1
2005,11,23,32,65,1020.2,0.0,20.9
2005,11,24,55,71,1019.6,0.0,20.8
2005,11,25,64,79,1018.5,0.0,21.1
2005,11,26,17,78,1017.6,0.0,21.7
2005,11,27,21,78,1017.0,0.0,21.9
2005,11,28,76,79,1016.9,0.0,23.5
2005,11,29,48,75,1015.6,0.05,23.0
2005,11,30,81,79,1014.7,0.05,21.4
2005,12,1,30,79,1015.7,0.0,21.1
2005,12,2,20,81,1016.9,0.0,21.8
2005,12,3,79,76,1016.2,0.0,22.1
2005,12,4,39,61,1017.8,0.0,19.0
2005,12,5,94,56,1021.6,0.0,15.7
2005,12,6,95,54,1024.6,0.05,12.1
2005,12,7,93,55,1023.8,0.0,14.1
2005,12,8,66,66,1022.0,0.0,17.5
2005,12,9,66,78,1019.1,0.0,19.0
2005,12,10,81,81,1017.1,0.0,20.5
2005,12,11,59,70,1018.9,0.0,19.8
2005,12,12,84,63,1022.3,0.0,16.1
2005,12,13,88,63,1023.2,0.05,15.7
2005,12,14,88,52,1024.6,0.0,15.4
2005,12,15,74,39,1025.8,0.0,14.6
2005,12,16,65,48,1024.9,0.0,15.1
2005,12,17,27,42,1025.0,0.0,15.8
2005,12,18,10,48,1024.5,0.0,13.4
2005,12,19,20,65,1021.9,0.0,14.3
2005,12,20,22,68,1021.2,0.0,16.6
2005,12,21,24,37,1025.4,0.0,15.2
2005,12,22,4,32,1025.3,0.0,12.7
2005,12,23,13,58,1021.6,0.0,14.5
2005,12,24,43,72,1019.9,0.0,17.4
2005,12,25,83,62,1019.2,0.0,18.6
2005,12,26,51,63,1019.9,0.0,19.2
2005,12,27,85,75,1021.4,0.05,17.9
2005,12,28,92,86,1020.8,1.6,16.7
2005,12,29,81,83,1019.6,0.1,18.5
2005,12,30,95,93,1018.9,7.8,18.0
2005,12,31,51,85,1019.0,0.05,19.9
2006,1,1,56,82,1019.9,0.0,19.2
2006,1,2,31,80,1019.2,0.0,18.5
2006,1,3,85,83,1017.1,0.0,17.5
2006,1,4,89,85,1014.8,0.05,18.7
2006,1,5,79,80,1018.8,0.0,17.1
2006,1,6,88,67,1024.8,0.0,11.2
2006,1,7,51,59,1025.1,0.0,10.4
2006,1,8,85,61,1023.7,0.0,11.7
2006,1,9,88,57,1021.7,0.0,12.8
2006,1,10,88,77,1019.5,0.05,15.6
2006,1,11,71,79,1017.6,0.0,17.0
2006,1,12,51,83,1015.9,0.0,19.0
2006,1,13,15,83,1015.0,0.0,19.5
2006,1,14,41,86,1016.1,0.0,18.5
2006,1,15,47,81,1016.1,0.0,19.0
2006,1,16,58,83,1015.2,0.0,19.9
2006,1,17,89,90,1015.8,0.7,18.9
2006,1,18,93,93,1013.5,0.8,18.9
2006,1,19,100,94,1011.5,0.3,18.7
2006,1,20,88,94,1013.3,1.3,17.1
2006,1,21,93,85,1016.9,4.3,13.0
2006,1,22,88,80,1018.2,0.05,12.8
2006,1,23,87,72,1021.9,0.0,12.3
2006,1,24,84,70,1022.8,0.05,13.6
2006,1,25,62,67,1022.7,0.0,15.8
2006,1,26,68,64,1022.7,0.0,15.3
2006,1,27,83,71,1019.7,0.05,15.8
2006,1,28,96,93,1017.4,6.8,15.0
2006,1,29,71,92,1017.6,2.1,17.2
2006,1,30,59,83,1019.5,0.0,19.1
2006,1,31,62,80,1019.8,0.0,20.5
2006,2,1,56,86,1021.0,0.0,19.1
2006,2,2,40,78,1022.2,0.0,17.8
2006,2,3,55,79,1024.2,0.0,18.4
2006,2,4,89,82,1026.8,0.05,15.7
2006,2,5,82,75,1023.9,0.0,15.8
2006,2,6,31,78,1019.7,0.0,18.2
2006,2,7,21,76,1021.7,0.0,19.1
2006,2,8,43,69,1025.7,0.0,17.0
2006,2,9,77,75,1027.5,0.0,15.4
2006,2,10,52,78,1022.8,0.0,16.5
2006,2,11,23,78,1019.6,0.0,18.3
2006,2,12,64,73,1021.0,0.0,18.0
2006,2,13,94,71,1018.8,0.0,17.6
2006,2,14,96,88,1015.5,4.7,18.6
2006,2,15,72,90,1013.0,0.0,20.9
2006,2,16,86,87,1015.1,0.0,22.4
2006,2,17,88,84,1020.9,0.05,17.3
2006,2,18,88,84,1020.8,0.05,14.6
2006,2,19,88,84,1019.5,0.5,15.2
2006,2,20,76,81,1019.3,0.0,17.0
2006,2,21,62,81,1017.7,0.0,19.0
2006,2,22,71,77,1017.1,0.0,21.3
2006,2,23,90,82,1018.8,0.05,18.4
2006,2,24,88,87,1018.5,0.05,17.1
2006,2,25,88,84,1015.3,0.3,17.7
2006,2,26,85,82,1015.2,0.3,19.1
2006,2,27,91,89,1016.7,11.9,15.2
2006,2,28,92,94,1017.1,20.0,14.2
2006,3,1,63,71,1020.7,0.1,10.6
2006,3,2,64,68,1021.3,0.0,12.7
2006,3,3,5,74,1020.1,0.0,15.0
2006,3,4,70,74,1019.3,0.05,15.6
2006,3,5,89,88,1017.5,2.4,17.2
2006,3,6,91,92,1015.6,1.8,19.3
2006,3,7,86,90,1015.4,0.05,19.9
2006,3,8,77,86,1016.7,0.0,19.8
2006,3,9,51,87,1016.5,0.0,20.8
2006,3,10,47,88,1015.7,0.0,20.5
2006,3,11,87,90,1012.7,0.0,21.0
2006,3,12,90,93,1012.2,0.8,20.7
2006,3,13,89,86,1021.5,5.1,12.1
2006,3,14,84,81,1022.6,0.3,12.5
2006,3,15,87,82,1017.7,0.05,16.5
2006,3,16,81,82,1012.8,0.05,20.2
2006,3,17,86,91,1012.1,0.05,19.9
2006,3,18,57,89,1012.6,0.3,22.4
2006,3,19,71,81,1014.8,0.05,21.5
2006,3,20,88,81,1015.2,0.05,18.3
2006,3,21,88,91,1011.2,0.05,19.5
2006,3,22,93,96,1009.6,0.05,21.1
2006,3,23,88,95,1008.7,11.2,22.6
2006,3,24,91,95,1012.5,15.7,17.5
2006,3,25,89,93,1013.5,6.6,17.5
2006,3,26,94,96,1012.1,3.0,18.5
2006,3,27,94,96,1011.1,1.1,18.0
2006,3,28,36,75,1014.3,0.0,19.5
2006,3,29,57,74,1016.4,0.0,19.8
2006,3,30,81,84,1016.3,0.05,20.5
2006,3,31,83,86,1014.3,0.05,21.8
2006,4,1,68,86,1011.9,0.05,23.2
2006,4,2,86,88,1012.5,0.1,23.4
2006,4,3,81,90,1012.0,0.05,23.9
2006,4,4,79,83,1010.5,0.0,25.5
2006,4,5,87,82,1009.8,0.0,26.3
2006,4,6,83,86,1012.5,0.05,24.4
2006,4,7,86,88,1014.6,0.05,22.2
2006,4,8,81,73,1013.7,0.0,22.3
2006,4,9,86,89,1010.7,0.05,24.1
2006,4,10,85,83,1008.0,0.05,27.0
2006,4,11,86,80,1008.1,0.05,27.6
2006,4,12,81,77,1006.8,0.05,27.8
2006,4,13,97,86,1011.0,0.9,23.2
2006,4,14,99,87,1015.7,0.1,19.5
2006,4,15,90,83,1016.5,1.0,16.8
2006,4,16,87,80,1016.6,0.05,17.5
2006,4,17,76,74,1015.2,0.0,20.5
2006,4,18,57,81,1015.1,0.0,22.8
2006,4,19,39,75,1014.6,0.0,25.5
2006,4,20,69,84,1014.4,0.2,24.7
2006,4,21,77,84,1012.0,0.0,23.3
2006,4,22,73,81,1008.9,0.0,26.1
2006,4,23,81,82,1009.4,0.0,27.4
2006,4,24,90,94,1011.6,109.4,24.3
2006,4,25,88,91,1011.1,0.05,23.6
2006,4,26,83,83,1008.9,8.0,26.8
2006,4,27,89,86,1009.3,11.9,27.0
2006,4,28,95,95,1009.8,66.0,23.3
2006,4,29,92,91,1011.0,1.6,22.6
2006,4,30,70,82,1010.8,0.0,25.3
2006,5,1,78,83,1009.7,0.0,27.4
2006,5,2,88,86,1010.2,70.1,27.0
2006,5,3,89,95,1013.1,108.2,22.8
2006,5,4,87,91,1013.6,0.2,24.2
2006,5,5,86,89,1011.8,1.3,26.4
2006,5,6,71,78,1010.3,0.0,28.1
2006,5,7,56,79,1010.4,0.0,28.2
2006,5,8,53,79,1011.3,0.0,28.5
2006,5,9,47,76,1010.0,0.0,28.5
2006,5,10,39,74,1010.1,0.0,28.8
2006,5,11,80,85,1012.9,0.05,27.5
2006,5,12,49,81,1014.0,0.05,26.5
2006,5,13,41,75,1012.9,0.05,26.6
2006,5,14,35,69,1013.7,0.05,23.7
2006,5,15,88,69,1010.9,0.05,24.7
2006,5,16,92,76,1007.1,1.6,24.5
2006,5,17,92,82,999.6,15.0,22.8
2006,5,18,68,68,1005.7,0.05,25.3
2006,5,19,52,67,1009.0,0.0,25.7
2006,5,20,88,85,1011.1,1.0,24.6
2006,5,21,94,97,1010.2,69.7,23.3
2006,5,22,91,92,1009.0,22.9,25.5
2006,5,23,91,95,1010.0,30.9,25.0
2006,5,24,85,94,1010.5,0.5,25.5
2006,5,25,73,83,1010.6,0.0,26.7
2006,5,26,82,80,1011.0,0.05,27.7
2006,5,27,88,86,1010.1,5.5,26.9
2006,5,28,89,90,1008.1,59.7,25.0
2006,5,29,91,94,1007.9,4.2,23.1
2006,5,30,88,94,1008.7,13.0,24.0
2006,5,31,90,90,1008.9,27.7,26.2
2006,6,1,88,88,1008.2,33.2,27.1
2006,6,2,91,93,1008.4,80.2,26.5
2006,6,3,89,86,1008.0,0.6,27.7
2006,6,4,87,82,1006.8,1.5,28.2
2006,6,5,87,81,1005.7,0.05,28.5
2006,6,6,87,81,1005.0,0.8,28.9
2006,6,7,88,81,1004.6,0.4,28.8
2006,6,8,88,84,1002.5,12.4,28.6
2006,6,9,90,92,1000.7,136.7,26.4
2006,6,10,89,91,1003.6,26.4,24.0
2006,6,11,89,89,1006.6,9.5,24.0
2006,6,12,89,92,1006.7,9.4,24.4
2006,6,13,88,89,1006.8,65.2,27.4
2006,6,14,81,82,1006.4,0.4,28.5
2006,6,15,92,84,1005.5,0.2,28.4
2006,6,16,80,82,1006.3,0.1,28.8
2006,6,17,66,79,1007.8,0.05,29.3
2006,6,18,78,83,1009.1,0.05,29.0
2006,6,19,85,86,1010.1,0.6,27.7
2006,6,20,70,85,1010.4,0.05,28.0
2006,6,21,62,87,1009.7,10.0,28.2
2006,6,22,68,90,1008.0,10.4,27.6
2006,6,23,43,78,1008.1,1.0,29.2
2006,6,24,34,74,1009.1,0.0,29.8
2006,6,25,44,77,1009.1,0.0,30.0
2006,6,26,34,78,1008.5,0.0,29.9
2006,6,27,72,84,1007.0,0.1,29.7
2006,6,28,85,92,1006.2,51.0,27.2
2006,6,29,84,87,1006.8,16.6,28.3
2006,6,30,79,87,1008.6,2.5,28.7
2006,7,1,68,87,1009.2,2.9,28.9
2006,7,2,57,87,1008.4,5.3,29.2
2006,7,3,77,86,1007.3,6.3,29.2
2006,7,4,77,84,1005.8,14.8,29.0
2006,7,5,69,79,1005.4,1.5,29.6
2006,7,6,73,77,1003.7,2.0,29.8
2006,7,7,79,78,1002.0,3.2,30.0
2006,7,8,77,81,1000.8,19.5,29.7
2006,7,9,84,82,1000.2,7.0,29.4
2006,7,10,88,84,1001.5,6.8,29.6
2006,7,11,81,89,1002.8,32.3,28.7
2006,7,12,51,79,1001.1,0.0,30.0
2006,7,13,75,77,997.0,0.05,30.7
2006,7,14,79,80,994.5,0.2,30.2
2006,7,15,97,83,997.6,7.0,28.8
2006,7,16,97,86,1001.1,195.6,28.0
2006,7,17,87,82,1004.7,5.3,29.0
2006,7,18,73,79,1008.9,0.05,29.7
2006,7,19,51,78,1008.6,0.05,29.5
2006,7,20,34,76,1006.9,0.0,29.5
2006,7,21,35,74,1006.0,0.0,29.9
2006,7,22,46,81,1005.4,0.0,29.3
2006,7,23,46,81,1004.1,0.05,29.8
2006,7,24,58,80,1002.0,10.1,29.9
2006,7,25,70,73,999.6,0.0,30.9
2006,7,26,88,78,1000.4,0.05,28.8
2006,7,27,91,91,1002.4,72.8,25.8
